model,file,rank,idx,task,label
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18843,smol-molecule_generation,<SELFIES>[C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][=Branch2][C][C][=C][N][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=C][C][Ring2][Ring2][=N][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@H1][Ring2][=Branch1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]</SE
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,18991,smol-molecule_generation,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][S][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19023,smol-molecule_generation,<SELFIES>[C][NH2+1][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=C][C][Ring2][Ring1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][O][C][=C][C][=C][Branch2][=Branch1][=Branch2][O][C][=C][C][Ring2][Ring2][=Branch2][=C][C][=Branch2][Ring2][N][=C][Ring1][=Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][C][C@][Branch1][C][C][Branch1][C][NH3+1][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19051,smol-molecule_generation,<SELFIES>[NH3+1][C@H1][C][=Branch1][C][=O][N][C@H1][C][C][=C][C][=C][Branch2][#Branch2][=C][O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O-1][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C@@H1][Branch1][C][O][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch2][Branch1][N][N][C][=Branch1][C][=O][C@@H1][Ring2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Ring2][Ring2][#Branch1][=O][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][C][Ring2][Branch1][=C][=C][Ring1][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][Ring2][Branch1][=Branch2][=O][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19175,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][=C][C][O][C@H1][C@H1][Branch2][=Branch1][#Branch2][O][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][=C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19339,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch1][Branch1][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch2][Ring1][Branch2][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][O][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][Branch1][O][C@@H1][Branch2][=Branch2][C][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch1][N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch1][#Branch1][O][C@@H1][O][C@@H1][C][O][C@][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C@H1][Ring1][#Branch2][C@H1][Branch2][Ring2][=Branch2][O][C@@H
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19543,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][Ring2][N][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][O][C@@H1][Ring1][N][C][O][C@@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch2][#Branch1][O][C@@H1][O][C@H1][Branch2][Ring2][=C][C][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C][C][=O][C@@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C][C][=O][C@H1][Branch2][Ring2][=N][O][C@H
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19687,smol-molecule_generation,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][C@@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch2][#Branch1][Branch2][O][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][O][C][C@H1][Branch1][C][NH3+1][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Branch1][=Branch1][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19719,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][=Branch1][=Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19927,smol-molecule_generation,<SELFIES>[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][N][C][C][C@H1][Branch1][Ring1][C][N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@H1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,19987,smol-molecule_generation,<SELFIES>[N][C][C][C][C][C][O][C@H1][O][C@H1][Branch2][Branch2][Branch1][C][O][C@H1][O][C@H1][Branch2][Ring2][=Branch2][C][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][Ring2][Branch1][=Branch1][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][O][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,20035,smol-molecule_generation,<SELFIES>[C][/C][=C][Branch1][C][/C][C][=Branch1][C][=O][O][C@H1][C][C][Branch1][C][C][Branch1][C][C][C][C@H1][C][=C][C][C@@H1][C@@][Branch1][C][C][C][C][C@H1][Branch2][=Branch1][O][O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][S][O][C@@H1][O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@@H1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Ring2][Ring1][=N][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring2][Branch1][Ring1][C][C][C@@][Ring2][Branch1][#Branch1][Branch1][C][C][C@][Ring2][Branch1][N][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@][Ring2][=Branch1][=Branch2][Ring2][=Branch1][Ring1][C][O]</SELFIES
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,20371,smol-molecule_generation,<SELFIES>[C][C][C@H1][Branch1][C][C][C@H1][Branch2][N][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][NH1+1][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][NH1+1][=C][Branch1][C][N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,20479,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@@H1][C@@H1][Branch2][=Branch2][S][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Branch2][O][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Ring1][Ring2][O][C@@H1][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O][C@H1][Branch2][Branch1][=C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Ring2][=Branch2][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@H1][Branch1][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O][O][Ring2][Ring1][Ring2][C@H1][Ring2][Ring1][=C][O][C@H1][Ring2][Branch1][Ring1][N][C][Branch1][C][C][=O][C@H1][Ring2][Branch1][P][O][C@H1][Branch2][Ring1][Ring2][O][C@@H1][O][C@@H1][Branch1][C][C][C@@
chemdfm_non_classification,131017_chemdfm_test_rank3.csv,3,20515,smol-molecule_generation,<SELFIES>[N][C@H1][C][=Branch1][C][=O][N][C@H1][C][C][=C][C][=C][Branch2][#Branch2][=C][O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C@@H1][Branch1][C][O][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch2][Branch1][N][N][C][=Branch1][C][=O][C@@H1][Ring2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Ring2][Ring2][#Branch1][=O][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][Ring2][Branch1][=C][=C][Ring1][O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][Ring2][Branch1][=Branch2][=O][C][Branch1][C][Cl][
